seed,scenario,attack_intensity,uav_count,uav_id,start_timestamp,end_timestamp,label
2,jamming,high,20,UAV-007,34,160,jamming
2,jamming,high,20,UAV-010,1,124,jamming
2,jamming,high,20,UAV-011,5,154,normal
2,jamming,high,20,UAV-012,3,160,jamming
2,jamming,high,20,UAV-013,0,121,jamming
2,jamming,high,20,UAV-013,26,151,jamming
2,jamming,high,20,UAV-013,57,169,jamming
2,jamming,high,20,UAV-014,17,141,jamming
2,jamming,high,20,UAV-016,3,133,jamming
2,jamming,high,20,UAV-016,41,168,jamming
2,jamming,high,20,UAV-019,1,160,jamming
2,jamming,low,10,UAV-001,1,167,normal
2,jamming,low,10,UAV-003,2,132,normal
2,jamming,low,10,UAV-003,36,159,normal
2,jamming,low,10,UAV-004,3,143,normal
2,jamming,low,10,UAV-005,0,111,jamming
2,jamming,low,10,UAV-005,44,132,jamming
2,jamming,low,10,UAV-005,66,159,jamming
2,jamming,low,10,UAV-006,3,150,normal
2,jamming,low,10,UAV-007,11,151,normal
2,jamming,low,10,UAV-008,9,147,normal
2,jamming,low,10,UAV-009,10,176,normal
2,jamming,low,10,UAV-010,3,171,normal
2,jamming,low,20,UAV-002,0,127,normal
2,jamming,low,20,UAV-002,51,150,normal
2,jamming,low,20,UAV-003,3,133,normal
2,jamming,low,20,UAV-003,64,157,normal
2,jamming,low,20,UAV-005,1,136,normal
2,jamming,low,20,UAV-006,4,162,normal
2,jamming,low,20,UAV-007,5,131,jamming
2,jamming,low,20,UAV-007,30,164,jamming
2,jamming,low,20,UAV-010,18,155,normal
2,jamming,low,20,UAV-011,19,151,normal
2,jamming,low,20,UAV-012,4,156,normal
2,jamming,low,20,UAV-013,6,153,normal
2,jamming,low,20,UAV-015,0,120,normal
2,jamming,low,20,UAV-015,15,156,normal
2,jamming,low,20,UAV-016,9,168,normal
2,jamming,low,20,UAV-018,12,153,normal
2,jamming,low,20,UAV-019,16,144,jamming
2,jamming,medium,10,UAV-001,20,135,jamming
2,jamming,medium,10,UAV-001,31,174,jamming
2,jamming,medium,10,UAV-003,4,152,jamming
2,jamming,medium,10,UAV-004,4,132,jamming
2,jamming,medium,10,UAV-005,4,174,jamming
2,jamming,medium,10,UAV-008,6,166,jamming
2,jamming,medium,10,UAV-010,3,114,jamming
2,jamming,medium,10,UAV-010,49,172,jamming
2,jamming,medium,20,UAV-001,5,149,jamming
2,jamming,medium,20,UAV-001,41,168,jamming
2,jamming,medium,20,UAV-007,18,152,jamming
2,jamming,medium,20,UAV-010,7,114,jamming
2,jamming,medium,20,UAV-010,35,144,jamming
2,jamming,medium,20,UAV-011,3,162,normal
2,jamming,medium,20,UAV-012,4,149,normal
2,jamming,medium,20,UAV-012,46,165,normal
2,jamming,medium,20,UAV-014,5,122,jamming
2,jamming,medium,20,UAV-014,45,152,jamming
2,jamming,medium,20,UAV-014,63,177,jamming
2,jamming,medium,20,UAV-015,1,129,jamming
2,jamming,medium,20,UAV-016,4,179,normal
2,jamming,medium,20,UAV-017,0,162,normal
2,jamming_spoofing,high,10,UAV-001,1,166,jamming_spoofing
2,jamming_spoofing,high,10,UAV-002,1,159,jamming_spoofing
2,jamming_spoofing,high,10,UAV-005,10,167,jamming_spoofing
2,jamming_spoofing,high,10,UAV-007,3,156,jamming_spoofing
2,jamming_spoofing,high,10,UAV-008,7,142,jamming_spoofing
2,jamming_spoofing,high,10,UAV-010,4,163,jamming_spoofing
2,jamming_spoofing,high,20,UAV-002,0,159,normal
2,jamming_spoofing,high,20,UAV-004,4,147,jamming_spoofing
2,jamming_spoofing,high,20,UAV-008,21,161,jamming_spoofing
2,jamming_spoofing,high,20,UAV-009,14,126,jamming_spoofing
2,jamming_spoofing,high,20,UAV-009,44,179,jamming_spoofing
2,jamming_spoofing,high,20,UAV-014,11,161,jamming_spoofing
2,jamming_spoofing,high,20,UAV-016,7,168,jamming_spoofing
2,jamming_spoofing,high,20,UAV-018,0,111,normal
2,jamming_spoofing,high,20,UAV-018,22,156,normal
2,jamming_spoofing,high,20,UAV-019,10,155,jamming_spoofing
2,jamming_spoofing,high,20,UAV-019,49,179,jamming_spoofing
2,jamming_spoofing,high,20,UAV-020,7,173,jamming_spoofing
2,jamming_spoofing,low,10,UAV-002,7,152,normal
2,jamming_spoofing,low,10,UAV-003,0,172,normal
2,jamming_spoofing,low,10,UAV-006,18,162,normal
2,jamming_spoofing,low,10,UAV-007,20,147,jamming_spoofing
2,jamming_spoofing,low,10,UAV-008,8,154,normal
2,jamming_spoofing,low,10,UAV-010,4,152,jamming_spoofing
2,jamming_spoofing,low,20,UAV-001,8,150,normal
2,jamming_spoofing,low,20,UAV-002,5,134,jamming_spoofing
2,jamming_spoofing,low,20,UAV-002,39,171,jamming_spoofing
2,jamming_spoofing,low,20,UAV-003,1,157,normal
2,jamming_spoofing,low,20,UAV-003,41,179,normal
2,jamming_spoofing,low,20,UAV-004,6,154,normal
2,jamming_spoofing,low,20,UAV-004,42,175,normal
2,jamming_spoofing,low,20,UAV-005,4,121,normal
2,jamming_spoofing,low,20,UAV-005,33,152,normal
2,jamming_spoofing,low,20,UAV-010,5,162,normal
2,jamming_spoofing,low,20,UAV-011,6,154,normal
2,jamming_spoofing,low,20,UAV-012,8,136,normal
2,jamming_spoofing,low,20,UAV-013,2,147,normal
2,jamming_spoofing,low,20,UAV-014,4,126,normal
2,jamming_spoofing,low,20,UAV-015,10,160,normal
2,jamming_spoofing,low,20,UAV-018,1,136,normal
2,jamming_spoofing,low,20,UAV-019,15,167,normal
2,jamming_spoofing,low,20,UAV-020,8,176,jamming_spoofing
2,jamming_spoofing,medium,10,UAV-002,5,160,jamming_spoofing
2,jamming_spoofing,medium,10,UAV-004,0,172,normal
2,jamming_spoofing,medium,10,UAV-005,3,157,normal
2,jamming_spoofing,medium,10,UAV-006,14,162,normal
2,jamming_spoofing,medium,10,UAV-008,7,170,jamming_spoofing
2,jamming_spoofing,medium,10,UAV-010,2,179,normal
2,jamming_spoofing,medium,20,UAV-001,14,164,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-005,7,146,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-005,58,173,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-007,13,169,normal
2,jamming_spoofing,medium,20,UAV-008,1,142,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-008,36,178,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-010,6,162,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-011,7,141,normal
2,jamming_spoofing,medium,20,UAV-012,10,158,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-013,3,178,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-014,1,140,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-016,1,148,normal
2,jamming_spoofing,medium,20,UAV-016,40,175,normal
2,jamming_spoofing,medium,20,UAV-017,16,173,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-018,48,174,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-019,2,134,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-019,46,152,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-019,81,179,jamming_spoofing
2,jamming_spoofing,medium,20,UAV-020,4,129,normal
2,jamming_spoofing,medium,20,UAV-020,12,145,normal
2,jamming_spoofing,medium,20,UAV-020,41,165,normal
2,jamming_tampering,high,10,UAV-003,0,146,jamming_tampering
2,jamming_tampering,high,10,UAV-004,2,124,jamming_tampering
2,jamming_tampering,high,10,UAV-004,55,163,jamming_tampering
2,jamming_tampering,high,10,UAV-005,15,176,jamming_tampering
2,jamming_tampering,high,10,UAV-007,12,94,jamming_tampering
2,jamming_tampering,high,10,UAV-007,35,136,jamming_tampering
2,jamming_tampering,high,10,UAV-007,57,176,jamming_tampering
2,jamming_tampering,high,10,UAV-010,0,170,normal
2,jamming_tampering,high,20,UAV-002,7,144,jamming_tampering
2,jamming_tampering,high,20,UAV-005,20,150,jamming_tampering
2,jamming_tampering,high,20,UAV-008,4,140,jamming_tampering
2,jamming_tampering,high,20,UAV-008,52,167,jamming_tampering
2,jamming_tampering,high,20,UAV-009,6,169,jamming_tampering
2,jamming_tampering,high,20,UAV-011,3,125,jamming_tampering
2,jamming_tampering,high,20,UAV-011,48,162,jamming_tampering
2,jamming_tampering,high,20,UAV-012,4,164,jamming_tampering
2,jamming_tampering,high,20,UAV-013,7,168,jamming_tampering
2,jamming_tampering,high,20,UAV-015,13,146,jamming_tampering
2,jamming_tampering,high,20,UAV-016,5,177,jamming_tampering
2,jamming_tampering,high,20,UAV-017,5,156,jamming_tampering
2,jamming_tampering,high,20,UAV-017,49,169,jamming_tampering
2,jamming_tampering,high,20,UAV-019,3,169,jamming_tampering
2,jamming_tampering,low,10,UAV-001,2,159,normal
2,jamming_tampering,low,10,UAV-003,4,151,normal
2,jamming_tampering,low,10,UAV-004,8,168,normal
2,jamming_tampering,low,10,UAV-005,0,170,normal
2,jamming_tampering,low,10,UAV-006,4,157,normal
2,jamming_tampering,low,10,UAV-007,0,149,normal
2,jamming_tampering,low,20,UAV-001,2,172,normal
2,jamming_tampering,low,20,UAV-005,4,120,normal
2,jamming_tampering,low,20,UAV-006,2,175,normal
2,jamming_tampering,low,20,UAV-007,5,131,normal
2,jamming_tampering,low,20,UAV-007,23,174,normal
2,jamming_tampering,low,20,UAV-008,20,163,normal
2,jamming_tampering,low,20,UAV-009,26,148,jamming_tampering
2,jamming_tampering,low,20,UAV-010,1,175,normal
2,jamming_tampering,low,20,UAV-011,2,157,normal
2,jamming_tampering,low,20,UAV-013,1,175,normal
2,jamming_tampering,low,20,UAV-016,9,172,normal
2,jamming_tampering,low,20,UAV-017,6,179,normal
2,jamming_tampering,medium,10,UAV-002,12,150,jamming_tampering
2,jamming_tampering,medium,10,UAV-003,2,149,jamming_tampering
2,jamming_tampering,medium,10,UAV-004,2,119,jamming_tampering
2,jamming_tampering,medium,10,UAV-004,36,148,jamming_tampering
2,jamming_tampering,medium,10,UAV-005,3,172,normal
2,jamming_tampering,medium,10,UAV-006,24,167,normal
2,jamming_tampering,medium,10,UAV-007,3,161,normal
2,jamming_tampering,medium,10,UAV-010,3,135,jamming_tampering
2,jamming_tampering,medium,20,UAV-004,8,177,jamming_tampering
2,jamming_tampering,medium,20,UAV-005,5,158,jamming_tampering
2,jamming_tampering,medium,20,UAV-005,55,174,jamming_tampering
2,jamming_tampering,medium,20,UAV-006,0,145,normal
2,jamming_tampering,medium,20,UAV-006,19,176,normal
2,jamming_tampering,medium,20,UAV-009,0,151,jamming_tampering
2,jamming_tampering,medium,20,UAV-009,40,179,jamming_tampering
2,jamming_tampering,medium,20,UAV-011,10,171,normal
2,jamming_tampering,medium,20,UAV-014,5,133,normal
2,jamming_tampering,medium,20,UAV-014,31,178,normal
2,jamming_tampering,medium,20,UAV-016,22,158,jamming_tampering
2,jamming_tampering,medium,20,UAV-018,4,131,normal
2,jamming_tampering,medium,20,UAV-018,30,179,normal
2,jamming_tampering,medium,20,UAV-020,8,176,normal
2,normal,none,10,UAV-002,6,176,normal
2,normal,none,10,UAV-003,8,125,normal
2,normal,none,10,UAV-005,9,114,normal
2,normal,none,10,UAV-005,35,148,normal
2,normal,none,10,UAV-005,64,167,normal
2,normal,none,10,UAV-006,23,144,normal
2,normal,none,10,UAV-006,58,168,normal
2,normal,none,10,UAV-008,1,167,normal
2,normal,none,10,UAV-009,3,165,normal
2,normal,none,10,UAV-010,2,128,normal
2,normal,none,20,UAV-002,1,164,normal
2,normal,none,20,UAV-003,8,139,normal
2,normal,none,20,UAV-003,40,154,normal
2,normal,none,20,UAV-004,3,142,normal
2,normal,none,20,UAV-006,0,146,normal
2,normal,none,20,UAV-007,11,170,normal
2,normal,none,20,UAV-011,14,118,normal
2,normal,none,20,UAV-011,48,132,normal
2,normal,none,20,UAV-012,21,166,normal
2,normal,none,20,UAV-014,4,96,normal
2,normal,none,20,UAV-014,23,150,normal
2,normal,none,20,UAV-016,6,107,normal
2,normal,none,20,UAV-016,37,128,normal
2,normal,none,20,UAV-016,70,178,normal
2,normal,none,20,UAV-018,1,135,normal
2,spoofing,high,10,UAV-002,8,122,spoofing
2,spoofing,high,10,UAV-002,35,157,spoofing
2,spoofing,high,10,UAV-003,1,146,spoofing
2,spoofing,high,10,UAV-005,4,161,normal
2,spoofing,high,10,UAV-007,5,124,spoofing
2,spoofing,high,10,UAV-010,6,176,spoofing
2,spoofing,high,20,UAV-001,0,144,spoofing
2,spoofing,high,20,UAV-001,62,179,spoofing
2,spoofing,high,20,UAV-002,0,163,spoofing
2,spoofing,high,20,UAV-003,2,176,spoofing
2,spoofing,high,20,UAV-008,4,166,spoofing
2,spoofing,high,20,UAV-011,3,171,spoofing
2,spoofing,high,20,UAV-012,21,140,spoofing
2,spoofing,high,20,UAV-017,5,149,spoofing
2,spoofing,high,20,UAV-019,2,124,spoofing
2,spoofing,high,20,UAV-019,35,171,spoofing
2,spoofing,high,20,UAV-020,6,173,normal
2,spoofing,low,10,UAV-001,5,133,normal
2,spoofing,low,10,UAV-001,47,157,normal
2,spoofing,low,10,UAV-002,3,136,normal
2,spoofing,low,10,UAV-002,18,173,normal
2,spoofing,low,10,UAV-004,7,157,normal
2,spoofing,low,10,UAV-005,7,168,normal
2,spoofing,low,10,UAV-006,14,149,normal
2,spoofing,low,10,UAV-007,35,176,spoofing
2,spoofing,low,10,UAV-008,22,142,normal
2,spoofing,low,10,UAV-010,3,144,normal
2,spoofing,low,20,UAV-006,15,161,normal
2,spoofing,low,20,UAV-007,0,175,spoofing
2,spoofing,low,20,UAV-010,6,129,spoofing
2,spoofing,low,20,UAV-010,66,167,spoofing
2,spoofing,low,20,UAV-013,2,178,normal
2,spoofing,low,20,UAV-016,0,121,normal
2,spoofing,low,20,UAV-016,19,149,normal
2,spoofing,low,20,UAV-018,3,151,spoofing
2,spoofing,low,20,UAV-019,1,148,normal
2,spoofing,low,20,UAV-020,8,159,normal
2,spoofing,medium,10,UAV-003,4,155,spoofing
2,spoofing,medium,10,UAV-007,1,144,spoofing
2,spoofing,medium,10,UAV-007,42,166,spoofing
2,spoofing,medium,10,UAV-008,8,131,normal
2,spoofing,medium,10,UAV-008,39,162,spoofing
2,spoofing,medium,10,UAV-009,2,143,spoofing
2,spoofing,medium,20,UAV-002,3,147,normal
2,spoofing,medium,20,UAV-003,0,178,normal
2,spoofing,medium,20,UAV-004,24,178,spoofing
2,spoofing,medium,20,UAV-005,11,160,spoofing
2,spoofing,medium,20,UAV-007,3,136,spoofing
2,spoofing,medium,20,UAV-007,39,177,spoofing
2,spoofing,medium,20,UAV-009,1,141,spoofing
2,spoofing,medium,20,UAV-010,9,159,normal
2,spoofing,medium,20,UAV-011,4,165,normal
2,spoofing,medium,20,UAV-015,18,168,normal
2,spoofing,medium,20,UAV-016,23,142,spoofing
2,spoofing,medium,20,UAV-016,49,174,spoofing
2,spoofing,medium,20,UAV-018,1,132,spoofing
2,spoofing,medium,20,UAV-020,9,144,spoofing
2,spoofing_tampering,high,10,UAV-001,5,157,spoofing_tampering
2,spoofing_tampering,high,10,UAV-003,25,144,spoofing_tampering
2,spoofing_tampering,high,10,UAV-005,1,144,spoofing_tampering
2,spoofing_tampering,high,10,UAV-006,7,168,spoofing_tampering
2,spoofing_tampering,high,10,UAV-008,26,167,spoofing_tampering
2,spoofing_tampering,high,10,UAV-009,6,159,normal
2,spoofing_tampering,high,20,UAV-002,23,179,spoofing_tampering
2,spoofing_tampering,high,20,UAV-003,1,157,spoofing_tampering
2,spoofing_tampering,high,20,UAV-004,0,140,spoofing_tampering
2,spoofing_tampering,high,20,UAV-004,15,162,spoofing_tampering
2,spoofing_tampering,high,20,UAV-005,6,136,spoofing_tampering
2,spoofing_tampering,high,20,UAV-005,39,159,spoofing_tampering
2,spoofing_tampering,high,20,UAV-007,14,161,spoofing_tampering
2,spoofing_tampering,high,20,UAV-009,4,125,spoofing_tampering
2,spoofing_tampering,high,20,UAV-009,70,171,spoofing_tampering
2,spoofing_tampering,high,20,UAV-010,5,125,spoofing_tampering
2,spoofing_tampering,high,20,UAV-011,1,116,spoofing_tampering
2,spoofing_tampering,high,20,UAV-011,27,150,spoofing_tampering
2,spoofing_tampering,high,20,UAV-012,7,179,spoofing_tampering
2,spoofing_tampering,high,20,UAV-014,12,137,spoofing_tampering
2,spoofing_tampering,high,20,UAV-014,42,160,spoofing_tampering
2,spoofing_tampering,high,20,UAV-015,2,125,spoofing_tampering
2,spoofing_tampering,high,20,UAV-015,40,149,spoofing_tampering
2,spoofing_tampering,high,20,UAV-016,2,100,spoofing_tampering
2,spoofing_tampering,high,20,UAV-016,20,142,spoofing_tampering
2,spoofing_tampering,high,20,UAV-016,58,173,spoofing_tampering
2,spoofing_tampering,high,20,UAV-017,3,137,spoofing_tampering
2,spoofing_tampering,high,20,UAV-018,4,172,spoofing_tampering
2,spoofing_tampering,high,20,UAV-020,21,163,spoofing_tampering
2,spoofing_tampering,low,10,UAV-001,0,172,normal
2,spoofing_tampering,low,10,UAV-002,14,121,normal
2,spoofing_tampering,low,10,UAV-002,41,151,normal
2,spoofing_tampering,low,10,UAV-003,14,172,spoofing_tampering
2,spoofing_tampering,low,10,UAV-005,13,173,normal
2,spoofing_tampering,low,10,UAV-006,2,130,normal
2,spoofing_tampering,low,10,UAV-006,33,170,normal
2,spoofing_tampering,low,10,UAV-008,10,157,normal
2,spoofing_tampering,low,10,UAV-009,20,169,normal
2,spoofing_tampering,low,20,UAV-001,26,160,normal
2,spoofing_tampering,low,20,UAV-002,4,163,normal
2,spoofing_tampering,low,20,UAV-003,0,117,normal
2,spoofing_tampering,low,20,UAV-003,27,148,normal
2,spoofing_tampering,low,20,UAV-004,0,164,spoofing_tampering
2,spoofing_tampering,low,20,UAV-005,6,138,normal
2,spoofing_tampering,low,20,UAV-007,2,170,normal
2,spoofing_tampering,low,20,UAV-009,11,149,normal
2,spoofing_tampering,low,20,UAV-010,10,114,normal
2,spoofing_tampering,low,20,UAV-010,53,144,normal
2,spoofing_tampering,low,20,UAV-010,68,179,normal
2,spoofing_tampering,low,20,UAV-012,2,157,normal
2,spoofing_tampering,low,20,UAV-014,3,177,normal
2,spoofing_tampering,low,20,UAV-015,21,134,normal
2,spoofing_tampering,low,20,UAV-016,13,175,normal
2,spoofing_tampering,low,20,UAV-018,6,143,normal
2,spoofing_tampering,medium,10,UAV-001,0,142,spoofing_tampering
2,spoofing_tampering,medium,10,UAV-001,62,176,spoofing_tampering
2,spoofing_tampering,medium,10,UAV-002,8,136,spoofing_tampering
2,spoofing_tampering,medium,10,UAV-002,30,172,spoofing_tampering
2,spoofing_tampering,medium,10,UAV-007,9,165,normal
2,spoofing_tampering,medium,10,UAV-008,2,148,spoofing_tampering
2,spoofing_tampering,medium,10,UAV-008,44,173,spoofing_tampering
2,spoofing_tampering,medium,10,UAV-009,3,144,normal
2,spoofing_tampering,medium,10,UAV-009,57,175,normal
2,spoofing_tampering,medium,20,UAV-002,4,159,spoofing_tampering
2,spoofing_tampering,medium,20,UAV-010,16,164,spoofing_tampering
2,spoofing_tampering,medium,20,UAV-011,0,165,spoofing_tampering
2,spoofing_tampering,medium,20,UAV-012,7,166,normal
2,spoofing_tampering,medium,20,UAV-015,11,150,spoofing_tampering
2,spoofing_tampering,medium,20,UAV-017,3,141,normal
2,spoofing_tampering,medium,20,UAV-018,4,178,normal
2,tampering,high,10,UAV-001,23,173,tampering
2,tampering,high,10,UAV-002,10,167,normal
2,tampering,high,10,UAV-004,3,130,tampering
2,tampering,high,10,UAV-004,35,166,tampering
2,tampering,high,10,UAV-009,1,121,tampering
2,tampering,high,10,UAV-009,25,159,tampering
2,tampering,high,10,UAV-010,2,158,tampering
2,tampering,high,20,UAV-002,10,169,tampering
2,tampering,high,20,UAV-003,18,169,tampering
2,tampering,high,20,UAV-004,7,129,tampering
2,tampering,high,20,UAV-004,42,171,tampering
2,tampering,high,20,UAV-005,2,146,tampering
2,tampering,high,20,UAV-009,17,154,tampering
2,tampering,high,20,UAV-010,14,122,tampering
2,tampering,high,20,UAV-010,49,154,tampering
2,tampering,high,20,UAV-011,11,163,tampering
2,tampering,high,20,UAV-013,10,150,tampering
2,tampering,high,20,UAV-014,1,177,normal
2,tampering,high,20,UAV-018,1,149,tampering
2,tampering,high,20,UAV-020,6,101,tampering
2,tampering,high,20,UAV-020,25,119,tampering
2,tampering,high,20,UAV-020,57,162,tampering
2,tampering,low,10,UAV-002,12,129,normal
2,tampering,low,10,UAV-002,42,169,normal
2,tampering,low,10,UAV-003,4,169,normal
2,tampering,low,10,UAV-006,7,123,normal
2,tampering,low,10,UAV-006,43,155,normal
2,tampering,low,10,UAV-007,0,170,normal
2,tampering,low,10,UAV-009,2,132,tampering
2,tampering,low,20,UAV-002,1,146,normal
2,tampering,low,20,UAV-004,4,158,tampering
2,tampering,low,20,UAV-007,1,177,tampering
2,tampering,low,20,UAV-009,1,128,normal
2,tampering,low,20,UAV-010,11,170,normal
2,tampering,low,20,UAV-011,10,129,tampering
2,tampering,low,20,UAV-011,50,164,tampering
2,tampering,low,20,UAV-012,0,177,normal
2,tampering,low,20,UAV-013,8,179,tampering
2,tampering,low,20,UAV-014,7,156,normal
2,tampering,low,20,UAV-015,23,173,normal
2,tampering,low,20,UAV-016,4,163,normal
2,tampering,low,20,UAV-017,1,148,normal
2,tampering,low,20,UAV-018,9,169,normal
2,tampering,low,20,UAV-019,6,152,normal
2,tampering,medium,10,UAV-001,1,148,tampering
2,tampering,medium,10,UAV-002,0,149,normal
2,tampering,medium,10,UAV-003,1,147,tampering
2,tampering,medium,10,UAV-004,5,147,tampering
2,tampering,medium,10,UAV-004,27,179,tampering
2,tampering,medium,10,UAV-005,2,146,tampering
2,tampering,medium,10,UAV-009,3,150,tampering
2,tampering,medium,10,UAV-009,39,171,tampering
2,tampering,medium,10,UAV-010,2,104,tampering
2,tampering,medium,10,UAV-010,38,149,tampering
2,tampering,medium,20,UAV-002,0,89,tampering
2,tampering,medium,20,UAV-002,21,139,tampering
2,tampering,medium,20,UAV-003,13,159,normal
2,tampering,medium,20,UAV-004,7,141,tampering
2,tampering,medium,20,UAV-005,0,156,normal
2,tampering,medium,20,UAV-005,38,179,normal
2,tampering,medium,20,UAV-006,15,156,tampering
2,tampering,medium,20,UAV-008,0,119,tampering
2,tampering,medium,20,UAV-010,4,176,tampering
2,tampering,medium,20,UAV-011,5,170,tampering
2,tampering,medium,20,UAV-013,11,173,tampering
2,tampering,medium,20,UAV-014,0,169,normal
2,tampering,medium,20,UAV-015,0,167,normal
2,tampering,medium,20,UAV-017,7,149,tampering
2,tampering,medium,20,UAV-018,3,129,normal
2,tampering,medium,20,UAV-018,38,178,normal
2,tampering,medium,20,UAV-019,2,153,tampering
2,tampering,medium,20,UAV-020,11,145,normal
3,combined,high,10,UAV-001,0,163,combined
3,combined,high,10,UAV-002,3,174,combined
3,combined,high,10,UAV-003,6,151,combined
3,combined,high,10,UAV-004,3,142,combined
3,combined,high,10,UAV-006,4,157,combined
3,combined,high,10,UAV-008,11,144,combined
3,combined,high,10,UAV-009,3,100,combined
3,combined,high,10,UAV-009,28,134,combined
3,combined,high,10,UAV-009,38,142,combined
3,combined,high,10,UAV-009,73,164,combined
3,combined,high,10,UAV-010,6,169,combined
3,combined,high,20,UAV-003,0,162,combined
3,combined,high,20,UAV-006,10,149,combined
3,combined,high,20,UAV-009,17,166,combined
3,combined,high,20,UAV-013,14,153,combined
3,combined,high,20,UAV-014,0,159,normal
3,combined,high,20,UAV-018,8,93,combined
3,combined,high,20,UAV-018,33,109,combined
3,combined,high,20,UAV-018,57,162,combined
3,combined,high,20,UAV-020,0,142,combined
3,combined,low,10,UAV-001,8,143,normal
3,combined,low,10,UAV-005,0,142,normal
3,combined,low,10,UAV-007,1,141,combined
3,combined,low,10,UAV-007,30,175,combined
3,combined,low,10,UAV-009,7,132,combined
3,combined,low,20,UAV-001,1,139,normal
3,combined,low,20,UAV-003,6,136,combined
3,combined,low,20,UAV-004,3,158,combined
3,combined,low,20,UAV-006,5,145,normal
3,combined,low,20,UAV-007,3,162,normal
3,combined,low,20,UAV-008,3,114,normal
3,combined,low,20,UAV-008,33,130,combined
3,combined,low,20,UAV-008,67,160,combined
3,combined,low,20,UAV-010,4,159,normal
3,combined,low,20,UAV-012,3,171,normal
3,combined,low,20,UAV-013,8,179,normal
3,combined,low,20,UAV-015,10,140,combined
3,combined,low,20,UAV-015,49,177,combined
3,combined,low,20,UAV-017,5,147,normal
3,combined,medium,10,UAV-002,2,174,normal
3,combined,medium,10,UAV-003,5,168,combined
3,combined,medium,10,UAV-004,7,174,normal
3,combined,medium,10,UAV-006,2,157,combined
3,combined,medium,10,UAV-007,1,151,combined
3,combined,medium,10,UAV-008,0,121,combined
3,combined,medium,10,UAV-008,35,146,combined
3,combined,medium,20,UAV-004,16,156,normal
3,combined,medium,20,UAV-008,10,160,normal
3,combined,medium,20,UAV-009,16,148,combined
3,combined,medium,20,UAV-009,50,179,combined
3,combined,medium,20,UAV-013,19,178,combined
3,combined,medium,20,UAV-014,4,129,normal
3,combined,medium,20,UAV-016,8,101,combined
3,combined,medium,20,UAV-016,18,119,combined
3,combined,medium,20,UAV-016,64,164,combined
3,combined,medium,20,UAV-017,18,174,normal
3,combined,medium,20,UAV-020,0,142,normal
3,jamming,high,10,UAV-002,2,157,jamming
3,jamming,high,10,UAV-003,7,170,jamming
3,jamming,high,10,UAV-004,16,160,jamming
3,jamming,high,10,UAV-005,0,162,normal
3,jamming,high,10,UAV-008,2,177,jamming
3,jamming,high,10,UAV-010,8,147,jamming
3,jamming,high,10,UAV-010,39,176,jamming
3,jamming,high,20,UAV-001,26,113,jamming
3,jamming,high,20,UAV-001,56,158,jamming
3,jamming,high,20,UAV-003,2,157,jamming
3,jamming,high,20,UAV-003,32,177,jamming
3,jamming,high,20,UAV-004,6,171,jamming
3,jamming,high,20,UAV-007,1,129,jamming
3,jamming,high,20,UAV-007,38,163,jamming
3,jamming,high,20,UAV-009,6,154,normal
3,jamming,high,20,UAV-010,12,129,jamming
3,jamming,high,20,UAV-011,0,156,jamming
3,jamming,high,20,UAV-015,3,148,jamming
3,jamming,high,20,UAV-016,0,87,jamming
3,jamming,high,20,UAV-016,33,133,jamming
3,jamming,high,20,UAV-017,2,141,jamming
3,jamming,high,20,UAV-017,41,167,jamming
3,jamming,high,20,UAV-018,15,179,normal
3,jamming,high,20,UAV-019,24,152,jamming
3,jamming,high,20,UAV-020,11,130,jamming
3,jamming,high,20,UAV-020,41,156,jamming
3,jamming,high,20,UAV-020,63,178,jamming
3,jamming,low,10,UAV-001,10,153,jamming
3,jamming,low,10,UAV-001,44,173,jamming
3,jamming,low,10,UAV-003,17,129,normal
3,jamming,low,10,UAV-004,9,107,normal
3,jamming,low,10,UAV-004,23,176,normal
3,jamming,low,10,UAV-005,9,143,normal
3,jamming,low,20,UAV-002,0,168,normal
3,jamming,low,20,UAV-004,7,139,normal
3,jamming,low,20,UAV-007,10,172,normal
3,jamming,low,20,UAV-008,0,147,normal
3,jamming,low,20,UAV-009,5,165,normal
3,jamming,low,20,UAV-011,12,159,normal
3,jamming,low,20,UAV-012,4,129,normal
3,jamming,low,20,UAV-012,21,158,jamming
3,jamming,low,20,UAV-014,5,173,normal
3,jamming,low,20,UAV-016,10,145,normal
3,jamming,low,20,UAV-016,35,178,normal
3,jamming,low,20,UAV-017,3,173,normal
3,jamming,low,20,UAV-018,4,160,normal
3,jamming,low,20,UAV-019,4,158,normal
3,jamming,medium,10,UAV-002,2,140,jamming
3,jamming,medium,10,UAV-002,54,174,jamming
3,jamming,medium,10,UAV-004,7,134,jamming
3,jamming,medium,10,UAV-004,33,155,jamming
